order_id,order_time,delivery_time,product,category,quantity,price_per_unit,total_price,customer_rating,customer_review
89cf8959-460f-4f63-9bf5-47f936376e13,2023-02-23 11:04:05.831696,2023-02-23 11:38:05.831696,Chocolate,Snacks,4,150,600,2,Not satisfied with the quality.
ea727911-0aa9-4980-bb62-f30c1526c029,2023-01-17 12:39:49.184951,2023-01-17 13:02:49.184951,Grapes,Fruits,5,60,300,4,"Will order again, highly recommended."
ad62c4bc-d4bb-45f1-8f4e-5a50d4105d83,2023-04-19 12:40:27.810730,2023-04-19 12:55:27.810730,Tea,Beverages,4,100,400,1,"Wrong item delivered, very disappointing."
47703f36-2c31-40c3-91e3-318765f57cca,2023-06-24 20:43:09.030120,2023-06-24 21:28:09.030120,Yogurt,Dairy,2,60,120,3,Satisfactory experience overall.
0fbd2795-7108-4b77-bc27-46a1735f50b6,2023-01-08 09:40:14.018054,2023-01-08 09:58:14.018054,Nuts,Snacks,3,200,600,3,"Not bad, but I have seen better elsewhere."
ba1e0bdf-15c3-48c0-a014-326a4ca397e0,2023-05-24 20:24:48.983067,2023-05-24 20:47:48.983067,Tea,Beverages,3,100,300,1,The product was damaged on arrival.
72c1a2d1-4be0-4177-9d46-06550c026ccf,2023-01-11 05:56:52.821292,2023-01-11 06:29:52.821292,Potato,Vegetables,3,15,45,5,Five stars for both product and delivery!
1fe7acec-6aa1-47ac-9fb3-08cadaba227c,2023-04-24 08:29:30.714599,2023-04-24 09:08:30.714599,Carrot,Vegetables,5,25,125,3,Meets the basic requirements.
03151c75-5c92-4d6c-bdd1-e450ed3259de,2023-02-19 19:23:07.589738,2023-02-19 19:57:07.589738,Potato,Vegetables,5,15,75,1,Expected better for the price.
8d5c1dec-5246-4999-9cff-7332c93f6936,2023-05-19 23:20:39.604449,2023-05-19 23:55:39.604449,Tomato,Vegetables,3,20,60,3,"Average quality, could be better."
184c61b7-0518-413f-bada-4dd61ca4d146,2023-05-06 17:54:26.466158,2023-05-06 18:23:26.466158,Milk,Dairy,2,50,100,3,"It’s fine, but not a standout."
3602d0c3-5aff-43e3-ab00-7295f060e754,2023-04-29 03:17:56.248405,2023-04-29 03:32:56.248405,Potato,Vegetables,4,15,60,5,"Absolutely perfect, no complaints."
72893797-b194-42ee-97a6-99fd40448ea0,2023-06-05 02:02:04.890860,2023-06-05 02:35:04.890860,Tea,Beverages,2,100,200,4,"Excellent product, worth the price."
c8b48fd6-e051-4b00-a40d-42113ad26610,2023-04-22 12:29:33.954877,2023-04-22 12:50:33.954877,Cheese,Dairy,5,100,500,3,"Delivery was on time, product met expectations."
a073378c-33e2-4f41-950b-ca647f325176,2023-06-22 19:48:11.561774,2023-06-22 20:24:11.561774,Banana,Fruits,4,10,40,1,Not satisfied with the quality.
4ae4219d-d494-46e7-9ad8-9c358bce618a,2023-03-04 03:34:31.143128,2023-03-04 04:15:31.143128,Grapes,Fruits,2,60,120,4,Product arrived earlier than expected.
3dbd7cc0-d8e0-44f1-9ed4-d10ec80c3301,2023-06-22 05:01:48.165702,2023-06-22 05:33:48.165702,Banana,Fruits,5,10,50,4,"Consistently good quality, keeps me coming back."
310f2244-2ce1-4ac2-a689-671bb7d4f1f0,2023-05-28 11:54:21.577343,2023-05-28 12:29:21.577343,Cookies,Snacks,5,40,200,4,Product arrived earlier than expected.
19fafa9f-64e4-44df-8543-65c4163a7a55,2023-04-08 01:35:07.768186,2023-04-08 01:57:07.768186,Paneer,Dairy,2,120,240,3,"Not bad, but I have seen better elsewhere."
ea769b9d-979e-4f22-a60e-292503fe9550,2023-01-10 09:09:37.493224,2023-01-10 09:36:37.493224,Soda,Beverages,1,40,40,5,"Consistently good quality, keeps me coming back."
3e3cedb0-fbd4-487f-bd36-e407209b9d47,2023-04-10 14:10:08.544740,2023-04-10 14:35:08.544740,Juice,Beverages,1,80,80,3,"Delivery was on time, product met expectations."
494f3e08-8c38-4918-a4db-a0b6a8c384a3,2023-02-09 22:05:48.786156,2023-02-09 22:21:48.786156,Chocolate,Snacks,5,150,750,5,"Excellent product, worth the price."
ce517f8a-86a5-462b-8ef6-c13ec3b06f64,2023-04-25 09:37:22.140477,2023-04-25 10:14:22.140477,Chips,Snacks,1,30,30,4,"Excellent product, worth the price."
9731b02e-3481-4890-ae01-7fd5a52aa3b0,2023-03-19 02:13:16.890903,2023-03-19 02:50:16.890903,Tea,Beverages,1,100,100,5,"Excellent product, worth the price."
44d40517-61ed-49fb-baf2-4286e221c3fb,2023-04-16 21:05:39.549828,2023-04-16 21:20:39.549828,Mango,Fruits,4,50,200,3,"It’s fine, but not a standout."
5158bd07-e732-4ff6-a9a5-e61d03369a23,2023-03-27 05:37:01.025754,2023-03-27 06:12:01.025754,Milk,Dairy,2,50,100,5,Great quality and fresh!
be7507ca-b9e9-4f00-b3cc-28ea034439f9,2023-01-23 06:21:42.887637,2023-01-23 06:55:42.887637,Carrot,Vegetables,3,25,75,5,"Fast delivery, very satisfied."
ef9ecfdd-2029-477a-8dba-6c1c64bb70b0,2023-03-31 10:32:44.078980,2023-03-31 10:59:44.078980,Tomato,Vegetables,2,20,40,4,Five stars for both product and delivery!
a88b93a6-fd1e-4e47-973c-60245f14d0c9,2023-03-03 10:41:25.658535,2023-03-03 11:26:25.658535,Biscuits,Snacks,5,35,175,5,Very happy with this purchase!
76a917a9-f3a0-4e08-bb93-c4488f29f340,2023-03-24 20:05:29.546979,2023-03-24 20:22:29.546979,Spinach,Vegetables,5,22,110,4,Great quality and fresh!
7cf96ce4-5e3d-465d-9eb7-0cd00cc3f424,2023-05-17 17:23:28.086415,2023-05-17 17:52:28.086415,Coffee,Beverages,5,150,750,5,Product arrived earlier than expected.
41dbb9b2-d88a-4be4-90de-1190f0ae8339,2023-03-29 09:15:18.874361,2023-03-29 09:57:18.874361,Cookies,Snacks,5,40,200,4,Great quality and fresh!
2801d0cd-1c50-4ce7-91df-2af5fa477308,2023-04-16 02:12:37.264533,2023-04-16 02:53:37.264533,Tomato,Vegetables,2,20,40,1,Product was not fresh.
372956f8-9a20-4f56-bf1b-c045c86b81a5,2023-04-27 16:56:59.148813,2023-04-27 17:31:59.148813,Biscuits,Snacks,1,35,35,4,Product arrived earlier than expected.
5da046b6-62b8-4d9d-82bb-f3567bc9884f,2023-03-05 23:02:18.714025,2023-03-05 23:21:18.714025,Grapes,Fruits,5,60,300,3,Meets the basic requirements.
ac9d9e80-4e54-4082-be4c-07742388114d,2023-02-01 14:06:27.847094,2023-02-01 14:27:27.847094,Onion,Vegetables,1,18,18,5,Loved the freshness and packaging.
ce90289f-826d-4593-a111-87e2ea709520,2023-06-23 14:20:42.237584,2023-06-23 14:44:42.237584,Orange,Fruits,5,30,150,4,"Excellent product, worth the price."
73e87297-3bfe-40cd-9c4e-5b8189da9c7e,2023-05-05 23:14:42.436116,2023-05-05 23:29:42.436116,Banana,Fruits,2,10,20,3,"Not bad, but I have seen better elsewhere."
2476142c-624a-40d2-a8a3-0f0dd8b01b06,2023-03-02 12:51:11.541285,2023-03-02 13:22:11.541285,Coffee,Beverages,1,150,150,3,"It’s fine, but not a standout."
dc63d0eb-5027-417b-aa56-861ebe0a4cff,2023-06-18 05:42:26.497692,2023-06-18 06:23:26.497692,Biscuits,Snacks,3,35,105,5,Great quality and fresh!
beaebe26-924d-410d-b0a2-c98a87d8184e,2023-04-27 13:39:42.629751,2023-04-27 13:58:42.629751,Chips,Snacks,3,30,90,1,Delivery was late and packaging was poor.
dfd5f645-4d8c-4ede-a77d-a8c747e977ed,2023-03-18 07:00:32.697125,2023-03-18 07:15:32.697125,Water,Beverages,5,20,100,3,The packaging could be improved.
cb65ec2e-a58e-4344-8db0-4ff6160d835e,2023-02-18 09:11:05.330262,2023-02-18 09:49:05.330262,Soda,Beverages,2,40,80,4,"Consistently good quality, keeps me coming back."
9f730217-fe2a-4044-8663-435f4c246b3e,2023-04-14 06:37:34.126163,2023-04-14 07:17:34.126163,Cookies,Snacks,2,40,80,5,"Excellent product, worth the price."
d181c37e-407b-406b-959e-0989e18b652f,2023-05-28 23:50:30.842021,2023-05-29 00:10:30.842021,Biscuits,Snacks,4,35,140,3,"It’s fine, but not a standout."
fac442b5-a6e0-47c9-8395-f34b04721bae,2023-03-13 04:34:28.286532,2023-03-13 04:54:28.286532,Orange,Fruits,1,30,30,3,"Delivery was on time, product met expectations."
49d387ba-c178-4663-bb25-856e0e41f188,2023-06-16 22:05:43.758360,2023-06-16 22:36:43.758360,Tomato,Vegetables,4,20,80,3,Meets the basic requirements.
f3a1689a-2344-4eef-a2a8-3d3ae70db238,2023-01-10 23:44:27.973220,2023-01-11 00:24:27.973220,Nuts,Snacks,3,200,600,5,Five stars for both product and delivery!
2d6d0285-0439-4bc5-973c-95333a0a918f,2023-01-26 08:58:28.628675,2023-01-26 09:22:28.628675,Soda,Beverages,4,40,160,3,The packaging could be improved.
5409e020-c725-4ed9-b588-519e8ea4c496,2023-03-27 10:30:13.297616,2023-03-27 10:58:13.297616,Banana,Fruits,4,10,40,5,"Excellent product, worth the price."
6ae66e33-46a7-4579-9455-1d14e147d76b,2023-04-16 19:32:33.610893,2023-04-16 19:57:33.610893,Orange,Fruits,3,30,90,5,Very happy with this purchase!
f1ada34b-93cb-4839-8d91-f3ccd1a89282,2023-06-08 15:33:35.002060,2023-06-08 16:18:35.002060,Onion,Vegetables,3,18,54,3,"Product was okay, nothing special."
75d3eb37-16c1-4f9a-8265-c04d4c4faaa4,2023-03-30 08:16:42.005435,2023-03-30 08:56:42.005435,Tea,Beverages,1,100,100,3,"Not bad, but I have seen better elsewhere."
